"original","translation"
"product executive","product executive"
"product line manager","product line manager"
"product management","product management"
"product manager","product manager"
"product manager owner","product manager owner"
"product marketing manager","product marketing manager"
"product owner","product owner"
"product specialist","product specialist"
"product specialist engineer","product specialist engineer"
"product specialist intern","product specialist intern"
"product specialist manager","product specialist manager"
"product specialist marketing","product specialist marketing"
"product specialist sales","product specialist sales"
"product specialist supervisor","product specialist supervisor"
"product support specialist","product support specialist"
"productiemedewerker","production employee"
"production","production"
"production accountant","production accountant"
"production artist","production artist"
"production assistant","production assistant"
"production assistant director","production assistant director"
"production assistant intern","production assistant intern"
"production assistant manager","production assistant manager"
"production assistant sales","production assistant sales"
"production assistant supervisor","production assistant supervisor"
"production associate","production associate"
"production controller","production controller"
"production coordinator","production coordinator"
"production coordinator assistant","production coordinator assistant"
"production coordinator marketing","production coordinator marketing"
"production coordinator producer","production coordinator producer"
"production designer","production designer"
"production designer director","production designer director"
"production director","production director"
"production engineer","production engineer"
"production engineer intern","production engineer intern"
"production engineer manager","production engineer manager"
"production engineer supervisor","production engineer supervisor"
"production executive","production executive"
"production intern","production intern"
"production lead","production lead"
"production manager","production manager"
"production officer","production officer"
"production operator","production operator"
"production planner","production planner"
"production planner analyst","production planner analyst"
"production planner buyer","production planner buyer"
"production planner manager","production planner manager"
"production planner supervisor","production planner supervisor"
"production runner","production runner"
"production specialist","production specialist"
"production supervisor","production supervisor"
"production supervisor manager","production supervisor manager"
"production team leader","production team leader"
"production technician","production technician"
"production worker","production worker"
"productor","producer"
"productor","producer"
"prof","prof"
"prof","prof"
"prof. dr.","prof. dr."
"profesor universitario","college professor"
"profesora de ingl�s","professor of english"
"profesora de ingl�s","professor of english"
"profesora de ingl�s","professor of english"
"professeur","professor"
"professeur des �coles","school teacher"
"professional","professional"
"professional actor","professional actor"
"professional athlete","professional athlete"
"professional basketball player","professional basketball player"
"professional basketball player","professional basketball player"
"professional driver","professional driver"
"professional football player","professional football player"
"professional hockey player","professional hockey player"
"professional photographer","professional photographer"
"professionista","professional"
"professor","professor"
"professor de educa��o f�sica","physical education teacher"
"professor emeritus","professor emeritus"
"professor universit�rio","college professor"
"progettista","designer"
"program","program"
"program administrator","program administrator"
"program analyst supervisor","program analyst supervisor"
"program assistant","program assistant"
"program assistant director","program assistant director"
"program assistant intern","program assistant intern"
