"n","org_trans","stemm","tokens1","tokens2","tokens3","tokens4","tokens5"
1,"operations","oper","oper",NA,NA,NA,NA
1,"worker","worker","worker",NA,NA,NA,NA
1,"operations","oper","oper",NA,NA,NA,NA
1,"worker","worker","worker",NA,NA,NA,NA
2,"operating partner","oper partner","oper","partner",NA,NA,NA
1,"operations","oper","oper",NA,NA,NA,NA
2,"operations director","oper director","oper","director",NA,NA,NA
2,"operations executive","oper execut","oper","execut",NA,NA,NA
2,"operations manager","oper manag","oper","manag",NA,NA,NA
2,"operations officer","oper offic","oper","offic",NA,NA,NA
2,"operation specialist","oper specialist","oper","specialist",NA,NA,NA
2,"operation supervisor","oper supervisor","oper","supervisor",NA,NA,NA
2,"operational manager","oper manag","oper","manag",NA,NA,NA
1,"operations","oper","oper",NA,NA,NA,NA
2,"operations administrator","oper administr","oper","administr",NA,NA,NA
2,"operations analyst","oper analyst","oper","analyst",NA,NA,NA
2,"operations assistant","oper assist","oper","assist",NA,NA,NA
2,"operations associate","oper associ","oper","associ",NA,NA,NA
2,"operations consultant","oper consult","oper","consult",NA,NA,NA
2,"operations coordinator","oper coordin","oper","coordin",NA,NA,NA
2,"operations director","oper director","oper","director",NA,NA,NA
2,"operations engineer","oper engin","oper","engin",NA,NA,NA
2,"operations executive","oper execut","oper","execut",NA,NA,NA
2,"operations intern","oper intern","oper","intern",NA,NA,NA
2,"operations manager","oper manag","oper","manag",NA,NA,NA
2,"operations officer","oper offic","oper","offic",NA,NA,NA
2,"operations specialist","oper specialist","oper","specialist",NA,NA,NA
2,"operations supervisor","oper supervisor","oper","supervisor",NA,NA,NA
1,"operator","oper","oper",NA,NA,NA,NA
1,"operator","oper","oper",NA,NA,NA,NA
2,"ophthalmic technician","ophthalm technician","ophthalm","technician",NA,NA,NA
1,"ophthalmologist","ophthalmologist","ophthalmologist",NA,NA,NA,NA
1,"optician","optician","optician",NA,NA,NA,NA
2,"optometric technician","optometr technician","optometr","technician",NA,NA,NA
1,"optometrist","optometrist","optometrist",NA,NA,NA,NA
2,"oracle consultant","oracl consult","oracl","consult",NA,NA,NA
3,"oracle database administrator","oracl databas administr","oracl","databas","administr",NA,NA
2,"oracle dba","oracl dba","oracl","dba",NA,NA,NA
2,"oracle developer","oracl develop","oracl","develop",NA,NA,NA
2,"order picker","order picker","order","picker",NA,NA,NA
1,"organizer","organ","organ",NA,NA,NA,NA
2,"orientation leader","orient leader","orient","leader",NA,NA,NA
1,"orthodontist","orthodontist","orthodontist",NA,NA,NA,NA
2,"operating system","oper system","oper","system",NA,NA,NA
2,"outreach coordinator","outreach coordin","outreach","coordin",NA,NA,NA
2,"outside sales","outsid sale","outsid","sale",NA,NA,NA
3,"outside sales representative","outsid sale repres","outsid","sale","repres",NA,NA
1,"worker","worker","worker",NA,NA,NA,NA
2,"overnight stocker","overnight stocker","overnight","stocker",NA,NA,NA
1,"owner","owner","owner",NA,NA,NA,NA
2,"owner operator","owner oper","owner","oper",NA,NA,NA
5,"owner  and  manager","owner and manag","owner","manag",NA,NA,NA
3,"owner and operator","owner and oper","owner","oper",NA,NA,NA
3,"owner and president","owner and presid","owner","presid",NA,NA,NA
3,"owner and operator","owner and oper","owner","oper",NA,NA,NA
3,"owner and ceo","owner and ceo","owner","ceo",NA,NA,NA
3,"owner and designer","owner and design","owner","design",NA,NA,NA
3,"owner and director","owner and director","owner","director",NA,NA,NA
3,"owner and founder","owner and founder","owner","founder",NA,NA,NA
3,"owner and manager","owner and manag","owner","manag",NA,NA,NA
3,"owner and operator","owner and oper","owner","oper",NA,NA,NA
3,"owner and partner","owner and partner","owner","partner",NA,NA,NA
3,"owner and photographer","owner and photograph","owner","photograph",NA,NA,NA
3,"owner and president","owner and presid","owner","presid",NA,NA,NA
2,"owner operator","owner oper","owner","oper",NA,NA,NA
2,"owner principal","owner princip","owner","princip",NA,NA,NA
2,"physician assistant","physician assist","physician","assist",NA,NA,NA
2,"package handler","packag handler","packag","handler",NA,NA,NA
1,"packer","packer","packer",NA,NA,NA,NA
1,"pedagogue","pedagogu","pedagogu",NA,NA,NA,NA
2,"teaching assistant","teach assist","teach","assist",NA,NA,NA
1,"painter","painter","painter",NA,NA,NA,NA
1,"para-educator","paraeduc","paraeduc",NA,NA,NA,NA
1,"para-educator","paraeduc","paraeduc",NA,NA,NA,NA
1,"paralegal","paraleg","paraleg",NA,NA,NA,NA
2,"paralegal intern","paraleg intern","paraleg","intern",NA,NA,NA
1,"paramedic","paramed","paramed",NA,NA,NA,NA
1,"paraplanner","paraplann","paraplann",NA,NA,NA,NA
1,"paraprofessional","paraprofession","paraprofession",NA,NA,NA,NA
2,"part-time lecturer","parttim lectur","parttim","lectur",NA,NA,NA
2,"part-time teacher","parttim teacher","parttim","teacher",NA,NA,NA
2,"part owner","part owner","part","owner",NA,NA,NA
1,"participant","particip","particip",NA,NA,NA,NA
1,"partner","partner","partner",NA,NA,NA,NA
2,"parts manager","part manag","part","manag",NA,NA,NA
1,"intern","intern","intern",NA,NA,NA,NA
3,"passenger service agent","passeng servic agent","passeng","servic","agent",NA,NA
2,"past president","past presid","past","presid",NA,NA,NA
1,"pastor","pastor","pastor",NA,NA,NA,NA
2,"pastry chef","pastri chef","pastri","chef",NA,NA,NA
2,"pastry cook","pastri cook","pastri","cook",NA,NA,NA
2,"patent attorney","patent attorney","patent","attorney",NA,NA,NA
3,"patient access representative","patient access repres","patient","access","repres",NA,NA
3,"patient care coordinator","patient care coordin","patient","care","coordin",NA,NA
3,"patient care technician","patient care technician","patient","care","technician",NA,NA
3,"patient service representative","patient servic repres","patient","servic","repres",NA,NA
1,"boss","boss","boss",NA,NA,NA,NA
1,"payroll","payrol","payrol",NA,NA,NA,NA
2,"payroll administrator","payrol administr","payrol","administr",NA,NA,NA
2,"payroll assistant","payrol assist","payrol","assist",NA,NA,NA
2,"payroll clerk","payrol clerk","payrol","clerk",NA,NA,NA
2,"payroll coordinator","payrol coordin","payrol","coordin",NA,NA,NA
2,"payroll manager","payrol manag","payrol","manag",NA,NA,NA
2,"payroll officer","payrol offic","payrol","offic",NA,NA,NA
2,"payroll specialist","payrol specialist","payrol","specialist",NA,NA,NA
2,"payroll supervisor","payrol supervisor","payrol","supervisor",NA,NA,NA
2,"pc technician","pc technician","pc","technician",NA,NA,NA
1,"pca","pca","pca",NA,NA,NA,NA
2,"product development","product develop","product","develop",NA,NA,NA
1,"ceo","ceo","ceo",NA,NA,NA,NA
2,"physical education","physic educ","physic","educ",NA,NA,NA
2,"on teacher","on teacher","teacher",NA,NA,NA,NA
1,"pedagogue","pedagogu","pedagogu",NA,NA,NA,NA
2,"pedagogical employee","pedagog employe","pedagog","employe",NA,NA,NA
1,"pediatrician","pediatrician","pediatrician",NA,NA,NA,NA
1,"pediatrician","pediatrician","pediatrician",NA,NA,NA,NA
2,"peer advisor","peer advisor","peer","advisor",NA,NA,NA
2,"peer mentor","peer mentor","peer","mentor",NA,NA,NA
2,"peer tutor","peer tutor","peer","tutor",NA,NA,NA
1,"painter","painter","painter",NA,NA,NA,NA
1,"retired","retir","retir",NA,NA,NA,NA
1,"pensioner","pension","pension",NA,NA,NA,NA
2,"senior citizen","senior citizen","senior","citizen",NA,NA,NA
1,"pawn","pawn","pawn",NA,NA,NA,NA
1,"pawn","pawn","pawn",NA,NA,NA,NA
1,"performer","perform","perform",NA,NA,NA,NA
1,"journalist","journalist","journalist",NA,NA,NA,NA
2,"personal assistant","person assist","person","assist",NA,NA,NA
4,"personal assistant to ceo","person assist to ceo","person","assist","ceo",NA,NA
5,"personal assistant to managing director","person assist to manag director","person","assist","manag","director",NA
2,"personal banker","person banker","person","banker",NA,NA,NA
3,"personal care assistant","person care assist","person","care","assist",NA,NA
3,"personal care attendant","person care attend","person","care","attend",NA,NA
2,"personal trainer","person trainer","person","trainer",NA,NA,NA
2,"personnel manager","personnel manag","personnel","manag",NA,NA,NA
2,"personnel officer","personnel offic","personnel","offic",NA,NA,NA
2,"personal coach","person coach","person","coach",NA,NA,NA
1,"researcher","research","research",NA,NA,NA,NA
2,"petroleum engineer","petroleum engin","petroleum","engin",NA,NA,NA
2,"petroleum farmer","petroleum farmer","petroleum","farmer",NA,NA,NA
1,"postgraduate","postgradu","postgradu",NA,NA,NA,NA
2,"phd student","phd student","phd","student",NA,NA,NA
3,"pharmaceutical sales representative","pharmaceut sale repres","pharmaceut","sale","repres",NA,NA
1,"pharmacist","pharmacist","pharmacist",NA,NA,NA,NA
1,"pharmacist","pharmacist","pharmacist",NA,NA,NA,NA
2,"pharmacist intern","pharmacist intern","pharmacist","intern",NA,NA,NA
2,"pharmacy assistant","pharmaci assist","pharmaci","assist",NA,NA,NA
2,"pharmacy intern","pharmaci intern","pharmaci","intern",NA,NA,NA
2,"pharmacy manager","pharmaci manag","pharmaci","manag",NA,NA,NA
2,"pharmacy tech","pharmaci tech","pharmaci","tech",NA,NA,NA
2,"pharmacy technician","pharmaci technician","pharmaci","technician",NA,NA,NA
1,"phd","phd","phd",NA,NA,NA,NA
2,"phd candidate","phd candid","phd","candid",NA,NA,NA
2,"phd researcher","phd research","phd","research",NA,NA,NA
2,"phd student","phd student","phd","student",NA,NA,NA
1,"phlebotomist","phlebotomist","phlebotomist",NA,NA,NA,NA
2,"photo editor","photo editor","photo","editor",NA,NA,NA
1,"photographer","photograph","photograph",NA,NA,NA,NA
1,"photographer","photograph","photograph",NA,NA,NA,NA
1,"photojournalist","photojournalist","photojournalist",NA,NA,NA,NA
3,"phewlett packard developer","phewlett packard develop","phewlett","packard","develop",NA,NA
3,"phewlett packard programmer","phewlett packard programm","phewlett","packard","programm",NA,NA
3,"physical education teacher","physic educ teacher","physic","educ","teacher",NA,NA
2,"physical therapist","physic therapist","physic","therapist",NA,NA,NA
3,"physical therapist assistant","physic therapist assist","physic","therapist","assist",NA,NA
3,"physical therapy aide","physic therapi aid","physic","therapi","aid",NA,NA
1,"physician","physician","physician",NA,NA,NA,NA
2,"physician assistant","physician assist","physician","assist",NA,NA,NA
1,"physicist","physicist","physicist",NA,NA,NA,NA
2,"physics teacher","physic teacher","physic","teacher",NA,NA,NA
1,"physiotherapist","physiotherapist","physiotherapist",NA,NA,NA,NA
1,"pianist","pianist","pianist",NA,NA,NA,NA
2,"piano teacher","piano teacher","piano","teacher",NA,NA,NA
1,"picker","picker","picker",NA,NA,NA,NA
1,"freelancer","freelanc","freelanc",NA,NA,NA,NA
2,"pilates instructor","pilat instructor","pilat","instructor",NA,NA,NA
1,"pilot","pilot","pilot",NA,NA,NA,NA
1,"pilot","pilot","pilot",NA,NA,NA,NA
1,"painter","painter","painter",NA,NA,NA,NA
1,"pipefitter","pipefitt","pipefitt",NA,NA,NA,NA
2,"piping designer","pipe design","pipe","design",NA,NA,NA
2,"piping engineer","pipe engin","pipe","engin",NA,NA,NA
1,"planner","planner","planner",NA,NA,NA,NA
2,"planning assistant","plan assist","plan","assist",NA,NA,NA
2,"planning engineer","plan engin","plan","engin",NA,NA,NA
2,"planning intern","plan intern","plan","intern",NA,NA,NA
2,"planning manager","plan manag","plan","manag",NA,NA,NA
2,"planning officer","plan offic","plan","offic",NA,NA,NA
2,"plant controller","plant control","plant","control",NA,NA,NA
2,"plant engineer","plant engin","plant","engin",NA,NA,NA
2,"plant manager","plant manag","plant","manag",NA,NA,NA
2,"plant operator","plant oper","plant","oper",NA,NA,NA
2,"plant supervisor","plant supervisor","plant","supervisor",NA,NA,NA
1,"plater","plater","plater",NA,NA,NA,NA
2,"platoon leader","platoon leader","platoon","leader",NA,NA,NA
2,"site manager","site manag","site","manag",NA,NA,NA
1,"player","player","player",NA,NA,NA,NA
1,"plumber","plumber","plumber",NA,NA,NA,NA
2,"project manager","project manag","project","manag",NA,NA,NA
1,"pmo","pmo","pmo",NA,NA,NA,NA
2,"civil servant","civil servant","civil","servant",NA,NA,NA
1,"podiatrist","podiatrist","podiatrist",NA,NA,NA,NA
1,"police","polic","polic",NA,NA,NA,NA
2,"police constable","polic constabl","polic","constabl",NA,NA,NA
2,"police officer","polic offic","polic","offic",NA,NA,NA
2,"police sergeant","polic sergeant","polic","sergeant",NA,NA,NA
2,"policy advisor","polici advisor","polici","advisor",NA,NA,NA
2,"policy analyst","polici analyst","polici","analyst",NA,NA,NA
2,"police officer","polic offic","polic","offic",NA,NA,NA
1,"carrier","carrier","carrier",NA,NA,NA,NA
2,"portfolio administrator","portfolio administr","portfolio","administr",NA,NA,NA
2,"portfolio manager","portfolio manag","portfolio","manag",NA,NA,NA
1,"postdoc","postdoc","postdoc",NA,NA,NA,NA
2,"postdoctoral fellow","postdoctor fellow","postdoctor","fellow",NA,NA,NA
1,"postdoc","postdoc","postdoc",NA,NA,NA,NA
3,"post doctoral fellow","post doctor fellow","post","doctor","fellow",NA,NA
1,"postdoc","postdoc","postdoc",NA,NA,NA,NA
2,"postdoctoral associate","postdoctor associ","postdoctor","associ",NA,NA,NA
2,"postdoctoral fellow","postdoctor fellow","postdoctor","fellow",NA,NA,NA
3,"postdoctoral research associate","postdoctor research associ","postdoctor","research","associ",NA,NA
3,"postdoctoral research fellow","postdoctor research fellow","postdoctor","research","fellow",NA,NA
2,"postdoctoral researcher","postdoctor research","postdoctor","research",NA,NA,NA
1,"postmaster","postmast","postmast",NA,NA,NA,NA
2,"public relations","public relat","public","relat",NA,NA,NA
2,"hr assistant","hr assist","hr","assist",NA,NA,NA
2,"hr consultant","hr consult","hr","consult",NA,NA,NA
2,"pr intern","pr intern","pr","intern",NA,NA,NA
2,"pr manager","pr manag","pr","manag",NA,NA,NA
2,"professional practice","profession practic","profession","practic",NA,NA,NA
2,"professional practice","profession practic","profession","practic",NA,NA,NA
1,"practicing","practic","practic",NA,NA,NA,NA
1,"intern","intern","intern",NA,NA,NA,NA
2,"practice administrator","practic administr","practic","administr",NA,NA,NA
2,"practice manager","practic manag","practic","manag",NA,NA,NA
2,"practicum student","practicum student","practicum","student",NA,NA,NA
1,"intern","intern","intern",NA,NA,NA,NA
1,"intern","intern","intern",NA,NA,NA,NA
1,"intern","intern","intern",NA,NA,NA,NA
1,"internship","internship","internship",NA,NA,NA,NA
1,"intern","intern","intern",NA,NA,NA,NA
2,"practicing lawyer","practic lawyer","practic","lawyer",NA,NA,NA
1,"pre-sales","presal","presal",NA,NA,NA,NA
2,"prep cook","prep cook","prep","cook",NA,NA,NA
2,"order picker","order picker","order","picker",NA,NA,NA
1,"pres","pres","pres",NA,NA,NA,NA
1,"pres","pres","pres",NA,NA,NA,NA
